,EntryID,Reaction,Buffer,ECNumber,CellularLocation,UniProtKB_AC,Tissue,Enzyme Variant,Enzymename,Organism,Temperature,pH,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
19,53713,D-Glucose = D-Glucose,[-],-,"[membrane-bound, chloroplast, extracellular]",Q9LLE2,leaf,wildtype, ,Spinacia oleracea,20.0,-, , , , ,Michaelis-Menten, ,Vmax, ,0.0001441667, ,-,mol*s^(-1)*g^(-1),Starch and Sucrose metabolism,D-Glucose,10810150.0,"Weber A, Servaites JC, Geiger DR, Kofler H, Hille D, Gröner F, Hebbeker U, Flügge UI: Identification, purification, and molecular cloning of a putative plastidic glucose translocator, Plant Cell 2000 (12) , 787-802",Vmax*A/(Km+A),7002,D-Glucose
20,53713,D-Glucose = D-Glucose,[-],-,"[membrane-bound, chloroplast, extracellular]",Q9LLE2,leaf,wildtype, ,Spinacia oleracea,20.0,-, , , , ,Michaelis-Menten, ,concentration,D-Glucose,0.0,0.1,-,M,Starch and Sucrose metabolism,D-Glucose,10810150.0,"Weber A, Servaites JC, Geiger DR, Kofler H, Hille D, Gröner F, Hebbeker U, Flügge UI: Identification, purification, and molecular cloning of a putative plastidic glucose translocator, Plant Cell 2000 (12) , 787-802",Vmax*A/(Km+A),7002,D-Glucose
21,54906,D-Glucose = D-Glucose, ,-,"[intracellular, extracellular, unknown]", ,-,wildtype, ,Plasmodium falciparum,-,-, , , , ,unknown, ,concentration,D-Glucose, , ,-,-,Glycolysis/Gluconeogenesis,D-Glucose,25693925.0,"Penkler G, du Toit F, Adams W, Rautenbach M, Palm DC, van Niekerk DD, Snoep JL: Construction and validation of a detailed kinetic model of glycolysis in Plasmodium falciparum, FEBS J 2015 (282) , 1481-511",(Vpf)*VPFvGLCtr/KmPFvGLCtr*(glcEX/(Vex)-glcPF/(Vpf))/(1+glcEX/(KmPFvGLCtr*(Vex))+glcPF/(KmPFvGLCtr*(Vpf))+alphaPFvGLCtr*glcEX/(KmPFvGLCtr*(Vex))*glcPF/(KmPFvGLCtr*(Vpf))),7002,D-Glucose
22,54906,D-Glucose = D-Glucose, ,-,"[intracellular, extracellular, unknown]", ,-,wildtype, ,Plasmodium falciparum,-,-, , , , ,unknown, ,volume, , , ,-,-,Glycolysis/Gluconeogenesis,D-Glucose,25693925.0,"Penkler G, du Toit F, Adams W, Rautenbach M, Palm DC, van Niekerk DD, Snoep JL: Construction and validation of a detailed kinetic model of glycolysis in Plasmodium falciparum, FEBS J 2015 (282) , 1481-511",(Vpf)*VPFvGLCtr/KmPFvGLCtr*(glcEX/(Vex)-glcPF/(Vpf))/(1+glcEX/(KmPFvGLCtr*(Vex))+glcPF/(KmPFvGLCtr*(Vpf))+alphaPFvGLCtr*glcEX/(KmPFvGLCtr*(Vex))*glcPF/(KmPFvGLCtr*(Vpf))),7002,D-Glucose
24,54906,D-Glucose = D-Glucose, ,-,"[intracellular, extracellular, unknown]", ,-,wildtype, ,Plasmodium falciparum,-,-, , , , ,unknown, ,Vmax, ,0.0007816667, ,-,M*s^(-1),Glycolysis/Gluconeogenesis,D-Glucose,25693925.0,"Penkler G, du Toit F, Adams W, Rautenbach M, Palm DC, van Niekerk DD, Snoep JL: Construction and validation of a detailed kinetic model of glycolysis in Plasmodium falciparum, FEBS J 2015 (282) , 1481-511",(Vpf)*VPFvGLCtr/KmPFvGLCtr*(glcEX/(Vex)-glcPF/(Vpf))/(1+glcEX/(KmPFvGLCtr*(Vex))+glcPF/(KmPFvGLCtr*(Vpf))+alphaPFvGLCtr*glcEX/(KmPFvGLCtr*(Vex))*glcPF/(KmPFvGLCtr*(Vpf))),7002,D-Glucose
25,54906,D-Glucose = D-Glucose, ,-,"[intracellular, extracellular, unknown]", ,-,wildtype, ,Plasmodium falciparum,-,-, , , , ,unknown, ,Km,D-Glucose,0.000213, ,-,M,Glycolysis/Gluconeogenesis,D-Glucose,25693925.0,"Penkler G, du Toit F, Adams W, Rautenbach M, Palm DC, van Niekerk DD, Snoep JL: Construction and validation of a detailed kinetic model of glycolysis in Plasmodium falciparum, FEBS J 2015 (282) , 1481-511",(Vpf)*VPFvGLCtr/KmPFvGLCtr*(glcEX/(Vex)-glcPF/(Vpf))/(1+glcEX/(KmPFvGLCtr*(Vex))+glcPF/(KmPFvGLCtr*(Vpf))+alphaPFvGLCtr*glcEX/(KmPFvGLCtr*(Vex))*glcPF/(KmPFvGLCtr*(Vpf))),7002,D-Glucose
26,54906,D-Glucose = D-Glucose, ,-,"[intracellular, extracellular, unknown]", ,-,wildtype, ,Plasmodium falciparum,-,-, , , , ,unknown, ,unknown, ,0.91, ,-,-,Glycolysis/Gluconeogenesis,D-Glucose,25693925.0,"Penkler G, du Toit F, Adams W, Rautenbach M, Palm DC, van Niekerk DD, Snoep JL: Construction and validation of a detailed kinetic model of glycolysis in Plasmodium falciparum, FEBS J 2015 (282) , 1481-511",(Vpf)*VPFvGLCtr/KmPFvGLCtr*(glcEX/(Vex)-glcPF/(Vpf))/(1+glcEX/(KmPFvGLCtr*(Vex))+glcPF/(KmPFvGLCtr*(Vpf))+alphaPFvGLCtr*glcEX/(KmPFvGLCtr*(Vex))*glcPF/(KmPFvGLCtr*(Vpf))),7002,D-Glucose
28,56577,D-Glucose = D-Glucose, ,-,"[intracellular, unknown, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,-,-, , , , ,unknown, ,Vmax, ,0.00335, ,-,M*s^(-1),Glycolysis/Gluconeogenesis,D-Glucose, ,"Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41",HXTVmax*(GLCx-GLC)/(HXTKglc*(1+GLCx/HXTKglc+GLC/HXTKglc+GLCx*HXTKi*GLC/HXTKglc^2)),7002,D-Glucose
29,56577,D-Glucose = D-Glucose, ,-,"[intracellular, unknown, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,-,-, , , , ,unknown, ,Km,D-Glucose,0.0009, ,-,M,Glycolysis/Gluconeogenesis,D-Glucose, ,"Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41",HXTVmax*(GLCx-GLC)/(HXTKglc*(1+GLCx/HXTKglc+GLC/HXTKglc+GLCx*HXTKi*GLC/HXTKglc^2)),7002,D-Glucose
30,56577,D-Glucose = D-Glucose, ,-,"[intracellular, unknown, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,-,-, , , , ,unknown, ,concentration,D-Glucose,0.07400000000000001, ,-,M,Glycolysis/Gluconeogenesis,D-Glucose, ,"Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41",HXTVmax*(GLCx-GLC)/(HXTKglc*(1+GLCx/HXTKglc+GLC/HXTKglc+GLCx*HXTKi*GLC/HXTKglc^2)),7002,D-Glucose
31,56577,D-Glucose = D-Glucose, ,-,"[intracellular, unknown, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,-,-, , , , ,unknown, ,unknown, ,0.91, ,-,-,Glycolysis/Gluconeogenesis,D-Glucose, ,"Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41",HXTVmax*(GLCx-GLC)/(HXTKglc*(1+GLCx/HXTKglc+GLC/HXTKglc+GLCx*HXTKi*GLC/HXTKglc^2)),7002,D-Glucose
32,56577,D-Glucose = D-Glucose, ,-,"[intracellular, unknown, extracellular]", ,-,wildtype, ,Saccharomyces cerevisiae,-,-, , , , ,unknown, ,concentration,D-Glucose,0.006280002, ,-,M,Glycolysis/Gluconeogenesis,D-Glucose, ,"Smallbone K, Messiha HL, Carroll KM, Winder CL, Malys N, Dunn WB, Murabito E, Swainston N, Dada JO, Khan F, Pir P, Simeonidis E, Spasić I, Wishart J, Weichart D, Hayes NW, Jameson D, Broomhead DS, Oliver SG, Gaskell SJ, McCarthy JE, Paton NW, Westerhoff HV, Kell DB, Mendes P: Smallbone2013 - Glycolysis in S.cerevisiae - Iteration 18, FEBS Lett 2013 (587) , 2832-41",HXTVmax*(GLCx-GLC)/(HXTKglc*(1+GLCx/HXTKglc+GLC/HXTKglc+GLCx*HXTKi*GLC/HXTKglc^2)),7002,D-Glucose
33,59281,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[membrane, intracellular, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,unknown, ,Km,D-Glucose,0.027000000000000003, ,2.9E-3,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
34,59282,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,Biphasic, ,Km,D-Glucose,0.034, ,1E-2,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",Vmax_1*(((1/Km_1)*(S-P))/(1+(S/Km_1)+(P/Km_1)+((alpha*S*P)/((Km_1)^2))))+Vmax_2*(((1/Km_2)*(S-P))/(1+(S/Km_2)+(P/Km_2)+((alpha*S*P)/((Km_2)^2)))),7002,D-Glucose
35,59282,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,Biphasic, ,concentration,D-Glucose, , ,-,-,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",Vmax_1*(((1/Km_1)*(S-P))/(1+(S/Km_1)+(P/Km_1)+((alpha*S*P)/((Km_1)^2))))+Vmax_2*(((1/Km_2)*(S-P))/(1+(S/Km_2)+(P/Km_2)+((alpha*S*P)/((Km_2)^2)))),7002,D-Glucose
37,59282,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,Biphasic, ,Vmax, ,5.65e-06, ,3.833333E-7,mol*s^(-1)*g^(-1),Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",Vmax_1*(((1/Km_1)*(S-P))/(1+(S/Km_1)+(P/Km_1)+((alpha*S*P)/((Km_1)^2))))+Vmax_2*(((1/Km_2)*(S-P))/(1+(S/Km_2)+(P/Km_2)+((alpha*S*P)/((Km_2)^2)))),7002,D-Glucose
38,59282,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,Biphasic, ,unknown, ,0.91, ,-,-,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",Vmax_1*(((1/Km_1)*(S-P))/(1+(S/Km_1)+(P/Km_1)+((alpha*S*P)/((Km_1)^2))))+Vmax_2*(((1/Km_2)*(S-P))/(1+(S/Km_2)+(P/Km_2)+((alpha*S*P)/((Km_2)^2)))),7002,D-Glucose
39,59282,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,Biphasic, ,Vmax, ,3.783333e-06, ,4.166667E-7,mol*s^(-1)*g^(-1),Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",Vmax_1*(((1/Km_1)*(S-P))/(1+(S/Km_1)+(P/Km_1)+((alpha*S*P)/((Km_1)^2))))+Vmax_2*(((1/Km_2)*(S-P))/(1+(S/Km_2)+(P/Km_2)+((alpha*S*P)/((Km_2)^2)))),7002,D-Glucose
40,59282,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,Biphasic, ,Km,D-Glucose,0.0015, ,1E-4,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",Vmax_1*(((1/Km_1)*(S-P))/(1+(S/Km_1)+(P/Km_1)+((alpha*S*P)/((Km_1)^2))))+Vmax_2*(((1/Km_2)*(S-P))/(1+(S/Km_2)+(P/Km_2)+((alpha*S*P)/((Km_2)^2)))),7002,D-Glucose
41,59283,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[extracellular, intracellular, membrane]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , , , ,unknown, ,Km,D-Glucose,0.0029, ,2E-4,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
42,59284,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, extracellular, membrane]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,6.5, , , , ,unknown, ,Km,D-Glucose,0.0018, ,2E-4,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
43,59285,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[extracellular, intracellular, membrane]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,6.5, , , , ,unknown, ,Km,D-Glucose,0.0011, ,3E-4,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
44,59286,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[extracellular, intracellular, extracellular, membrane]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,Ki,Maltose,0.307, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
45,59286,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[extracellular, intracellular, extracellular, membrane]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,concentration,Maltose,0.1, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
46,59287,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[unknown, intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,concentration,Maltose,0.1, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
47,59287,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[unknown, intracellular, membrane, extracellular]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,Ki,Maltose,0.026000000000000002, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
48,59288,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[unknown, extracellular, intracellular, membrane]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,concentration,Maltose,0.1, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
49,59288,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[unknown, extracellular, intracellular, membrane]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,Km,D-Glucose,0.01, ,4E-4,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
50,59288,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[unknown, extracellular, intracellular, membrane]", ,-,wildtype, ,Saccharomyces bayanus,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,Vmax, ,1e-05, ,3.166667E-7,mol*s^(-1)*g^(-1),Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
51,59289,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,concentration,Maltose,0.1, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
52,59289,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, membrane, extracellular, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,Ki,Maltose,0.023, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
53,59290,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, extracellular, membrane, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,Ki,Maltose,0.023, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
54,59290,D-Glucose = D-Glucose,"[0.1 mM phosphate, 0.1 mM phosphate]",-,"[intracellular, extracellular, membrane, unknown]", ,-,wildtype, ,Saccharomyces cerevisiae,30.0,6.5, , ,Maltose, ,Competitive inhibition, ,concentration,Maltose,0.1, ,-,M,Starch and Sucrose metabolism,D-Glucose,10627042.0,"Diderich JA, Teusink B, Valkier J, Anjos J, Spencer-Martins I, van Dam K, Walsh MC: Strategies to determine the extent of control exerted by glucose transport on glycolytic flux in the yeast Saccharomyces bayanus, Microbiology 1999 (145) , 3447-54",-,7002,D-Glucose
55,60402,D-Glucose = D-Glucose,"[0.05 M Tris-chloride, 0.15 M NaCl, 0.01 M MgCl2, 0.05 M Tris-chloride, 0.15 M NaCl, 0.01 M MgCl2]",-,"[unknown, extracellular, intracellular]", ,-,wildtype, ,Mycoplasma gallisepticum,37.0,8.0, , , , ,Michaelis-Menten, ,Km,D-Glucose,9.1e-07, ,-,M,Starch and Sucrose metabolism,D-Glucose,5773029.0,"Rottem S, Razin S: Sugar transport in Mycoplasma gallisepticum., J Bacteriol 1969 (97) , 787-92",Vmax*S/(Km+S),7002,D-Glucose
56,60402,D-Glucose = D-Glucose,"[0.05 M Tris-chloride, 0.15 M NaCl, 0.01 M MgCl2, 0.05 M Tris-chloride, 0.15 M NaCl, 0.01 M MgCl2]",-,"[unknown, extracellular, intracellular]", ,-,wildtype, ,Mycoplasma gallisepticum,37.0,8.0, , , , ,Michaelis-Menten, ,Vmax, ,1e-09, ,-,mol*s^(-1)*g^(-1),Starch and Sucrose metabolism,D-Glucose,5773029.0,"Rottem S, Razin S: Sugar transport in Mycoplasma gallisepticum., J Bacteriol 1969 (97) , 787-92",Vmax*S/(Km+S),7002,D-Glucose
57,60402,D-Glucose = D-Glucose,"[0.05 M Tris-chloride, 0.15 M NaCl, 0.01 M MgCl2, 0.05 M Tris-chloride, 0.15 M NaCl, 0.01 M MgCl2]",-,"[unknown, extracellular, intracellular]", ,-,wildtype, ,Mycoplasma gallisepticum,37.0,8.0, , , , ,Michaelis-Menten, ,concentration,D-Glucose, , ,-,-,Starch and Sucrose metabolism,D-Glucose,5773029.0,"Rottem S, Razin S: Sugar transport in Mycoplasma gallisepticum., J Bacteriol 1969 (97) , 787-92",Vmax*S/(Km+S),7002,D-Glucose
0,29381,Glucose = Glucose,[ -],-,"[intracellular, membrane, extracellular]",Q48Y96,-,wildtype, ,Streptococcus pyogenes,37.0,-, , , , ,Michaelis-Menten, ,concentration,Glucose,1e-08,5e-05,-,M,Glycolysis/Gluconeogenesis,Glucose,17259319.0,"Shelburne SA 3rd, Fang H, Okorafor N, Sumby P, Sitkiewicz I, Keith D, Patel P, Austin C, Graviss EA, Musser JM, Chow DC: MalE of group A Streptococcus participates in the rapid transport of maltotriose and longer maltodextrins, J Bacteriol 2007 (189) , 2610-7",Vmax*A/(Km+A),601,Glucose
